Area name,SOC code,SOC title,Est. empl.,Avg. wage,25th P,50th P,75th P,Annual wage,,Index
"Seattle-Tacoma-Bellevue, WA",47-2072,Pile Driver Operators,242,$46.01,$48.13,$48.14,$49.44,"$95,700",,
"Seattle-Tacoma-Bellevue, WA",47-2151,Pipelayers,741,$36.77,$31.32,$38.81,$40.60,"$76,470",,
"Seattle-Tacoma-Bellevue, WA",51-8099,"Plant and System Operators, All Other",75,$37.19,$34.09,$36.82,$36.86,"$77,350",,
"Seattle-Tacoma-Bellevue, WA",47-2161,Plasterers and Stucco Masons,214,$36.90,$26.35,$38.20,$47.90,"$76,740",,
"Seattle-Tacoma-Bellevue, WA",51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",130,$23.45,$19.00,$21.36,$25.60,"$48,770",,
"Seattle-Tacoma-Bellevue, WA",47-2152,"Plumbers, Pipefitters, and Steamfitters","5,882",$41.46,$28.56,$37.97,$52.62,"$86,230",,
"Seattle-Tacoma-Bellevue, WA",29-1081,Podiatrists,81,$92.31,$67.91,$90.77,$108.86,"$192,010",,
"Seattle-Tacoma-Bellevue, WA",33-3051,Police and Sheriff's Patrol Officers,"4,504",$48.78,$43.35,$49.12,$53.12,"$101,470",,
"Seattle-Tacoma-Bellevue, WA",25-1065,"Political Science Teachers, Postsecondary",207,-,-,-,-,"$97,510",,
"Seattle-Tacoma-Bellevue, WA",19-3094,Political Scientists,183,$57.18,$37.42,$63.32,$70.70,"$118,930",,
"Seattle-Tacoma-Bellevue, WA",43-5051,Postal Service Clerks,603,$27.87,$24.11,$27.51,$32.84,"$57,970",,
"Seattle-Tacoma-Bellevue, WA",43-5052,Postal Service Mail Carriers,"3,130",$28.57,$22.98,$28.28,$34.30,"$59,430",,
"Seattle-Tacoma-Bellevue, WA",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators","1,684",$26.21,$19.36,$25.08,$32.84,"$54,520",,
"Seattle-Tacoma-Bellevue, WA",11-9131,Postmasters and Mail Superintendents,55,$43.20,$38.10,$39.80,$48.29,"$89,850",,
"Seattle-Tacoma-Bellevue, WA",25-1199,"Postsecondary Teachers, All Other",316,-,-,-,-,"$68,290",,
"Seattle-Tacoma-Bellevue, WA",51-4052,"Pourers and Casters, Metal",13,$23.91,$18.86,$27.47,$27.60,"$49,730",,
"Seattle-Tacoma-Bellevue, WA",51-8012,Power Distributors and Dispatchers,89,$68.28,$58.92,$68.34,$75.44,"$142,010",,
"Seattle-Tacoma-Bellevue, WA",51-8013,Power Plant Operators,124,$55.44,$47.77,$54.05,$66.78,"$115,320",,
"Seattle-Tacoma-Bellevue, WA",49-9069,"Precision Instrument and Equipment Repairers, All Other",94,$36.96,$31.73,$31.73,$50.19,"$76,870",,
"Seattle-Tacoma-Bellevue, WA",51-5111,Prepress Technicians and Workers,229,$24.38,$19.08,$21.73,$28.85,"$50,710",,
"Seattle-Tacoma-Bellevue, WA",25-2011,"Preschool Teachers, Except Special Education","6,789",$20.20,$17.69,$18.49,$22.08,"$42,010",,
"Seattle-Tacoma-Bellevue, WA",51-6021,"Pressers, Textile, Garment, and Related Materials",290,$17.40,$15.75,$17.26,$18.43,"$36,180",,
"Seattle-Tacoma-Bellevue, WA",51-5113,Print Binding and Finishing Workers,432,$20.01,$17.60,$18.57,$22.40,"$41,610",,
"Seattle-Tacoma-Bellevue, WA",51-5112,Printing Press Operators,"1,316",$23.92,$19.47,$22.13,$27.04,"$49,740",,
"Seattle-Tacoma-Bellevue, WA",33-9021,Private Detectives and Investigators,407,$33.63,$22.50,$29.19,$43.76,"$69,950",,
"Seattle-Tacoma-Bellevue, WA",21-1092,Probation Officers and Correctional Treatment Specialists,772,$35.01,$30.81,$34.55,$41.81,"$72,820",,
"Seattle-Tacoma-Bellevue, WA",43-3061,Procurement Clerks,813,$23.13,$20.41,$22.27,$24.93,"$48,110",,
"Seattle-Tacoma-Bellevue, WA",27-2012,Producers and Directors,"1,821",$42.44,$25.10,$38.06,$50.01,"$88,270",,
"Seattle-Tacoma-Bellevue, WA",51-9199,"Production Workers, All Other",722,$25.27,$18.67,$22.14,$31.49,"$52,570",,
"Seattle-Tacoma-Bellevue, WA",43-5061,"Production, Planning, and Expediting Clerks","14,193",$30.01,$28.67,$32.04,$32.04,"$62,420",,
"Seattle-Tacoma-Bellevue, WA",13-1082,Project Management Specialists,"14,595",$56.26,$40.32,$51.85,$64.65,"$117,010",,
"Seattle-Tacoma-Bellevue, WA",43-9081,Proofreaders and Copy Markers,70,$21.66,$16.95,$22.07,$25.51,"$45,050",,
"Seattle-Tacoma-Bellevue, WA",13-2020,Property Appraisers and Assessors,812,$41.28,$29.51,$37.97,$49.01,"$85,860",,
"Seattle-Tacoma-Bellevue, WA",11-9141,"Property, Real Estate, and Community Association Managers","1,958",$52.25,$39.07,$48.69,$62.03,"$108,670",,
"Seattle-Tacoma-Bellevue, WA",33-9099,"Protective Service Workers, All Other","1,730",$24.28,$19.16,$22.24,$29.09,"$50,510",,
"Seattle-Tacoma-Bellevue, WA",29-2053,Psychiatric Technicians,748,$23.80,$19.51,$24.05,$24.68,"$49,490",,
"Seattle-Tacoma-Bellevue, WA",29-1223,Psychiatrists,278,$94.56,$31.25,$87.51,-,"$196,680",,
"Seattle-Tacoma-Bellevue, WA",19-3039,"Psychologists, All Other",311,$50.49,$40.88,$51.75,$60.10,"$105,020",,
"Seattle-Tacoma-Bellevue, WA",25-1066,"Psychology Teachers, Postsecondary",632,-,-,-,-,"$74,990",,
"Seattle-Tacoma-Bellevue, WA",11-2032,Public Relations Managers,947,$77.55,$60.53,$66.88,$88.55,"$161,310",,
"Seattle-Tacoma-Bellevue, WA",27-3031,Public Relations Specialists,"3,814",$42.86,$31.54,$39.16,$51.48,"$89,150",,
"Seattle-Tacoma-Bellevue, WA",43-5031,Public Safety Telecommunicators,550,$34.87,$31.27,$35.68,$39.57,"$72,530",,
"Seattle-Tacoma-Bellevue, WA",11-3061,Purchasing Managers,"1,473",$77.76,$63.11,$72.80,$83.46,"$161,740",,
"Seattle-Tacoma-Bellevue, WA",29-1124,Radiation Therapists,187,$60.65,$50.28,$54.28,$62.32,"$126,150",,
"Seattle-Tacoma-Bellevue, WA",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",195,$35.89,$26.00,$36.38,$43.98,"$74,640",,
"Seattle-Tacoma-Bellevue, WA",29-2034,Radiologic Technologists and Technicians,"1,981",$42.50,$37.48,$40.08,$49.29,"$88,400",,
"Seattle-Tacoma-Bellevue, WA",29-1224,Radiologists,909,$162.12,-,-,-,"$337,200",,
"Seattle-Tacoma-Bellevue, WA",49-3043,Rail Car Repairers,77,$25.37,$23.83,$24.03,$24.03,"$52,760",,
"Seattle-Tacoma-Bellevue, WA",53-4099,"Rail Transportation Workers, All Other",40,$33.74,$27.78,$36.19,$36.19,"$70,180",,
"Seattle-Tacoma-Bellevue, WA",53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",37,$35.85,$25.05,$25.05,$49.14,"$74,570",,
"Seattle-Tacoma-Bellevue, WA",41-9021,Real Estate Brokers,-,$45.13,$37.22,$37.75,$48.88,"$93,880",,
"Seattle-Tacoma-Bellevue, WA",41-9022,Real Estate Sales Agents,"3,628",$34.93,$25.29,$32.17,$40.93,"$72,650",,
"Seattle-Tacoma-Bellevue, WA",43-4171,Receptionists and Information Clerks,"13,802",$20.34,$17.54,$19.01,$22.72,"$42,310",,
"Seattle-Tacoma-Bellevue, WA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",92,-,-,-,-,"$61,890",,
"Seattle-Tacoma-Bellevue, WA",39-9032,Recreation Workers,"2,481",$20.80,$17.18,$18.86,$22.45,"$43,260",,
"Seattle-Tacoma-Bellevue, WA",29-1125,Recreational Therapists,134,$34.47,$29.56,$33.32,$39.00,"$71,690",,
"Seattle-Tacoma-Bellevue, WA",49-3092,Recreational Vehicle Service Technicians,278,$27.39,$22.01,$24.90,$31.44,"$56,970",,
"Seattle-Tacoma-Bellevue, WA",53-7081,Refuse and Recyclable Material Collectors,"2,086",$30.21,$25.78,$30.99,$36.45,"$62,840",,
"Seattle-Tacoma-Bellevue, WA",29-1141,Registered Nurses,"37,123",$50.74,$40.26,$49.36,$60.14,"$105,540",,
"Seattle-Tacoma-Bellevue, WA",21-1015,Rehabilitation Counselors,"2,243",$27.38,$21.41,$23.71,$29.60,"$56,950",,
"Seattle-Tacoma-Bellevue, WA",21-2099,"Religious Workers, All Other",586,$24.21,$22.31,$22.56,$29.84,"$50,360",,
"Seattle-Tacoma-Bellevue, WA",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,"1,926",$23.62,$18.05,$22.09,$28.93,"$49,140",,
"Seattle-Tacoma-Bellevue, WA",39-9041,Residential Advisors,929,$22.48,$19.67,$21.03,$24.67,"$46,760",,
"Seattle-Tacoma-Bellevue, WA",29-1126,Respiratory Therapists,"1,277",$42.21,$37.98,$39.54,$47.53,"$87,800",,
"Seattle-Tacoma-Bellevue, WA",41-2031,Retail Salespersons,"46,169",$19.75,$16.90,$17.58,$19.51,"$41,070",,
"Seattle-Tacoma-Bellevue, WA",49-9096,Riggers,102,$36.25,$29.82,$35.36,$42.29,"$75,410",,
"Seattle-Tacoma-Bellevue, WA",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",111,$30.94,$24.23,$27.31,$37.59,"$64,360",,
"Seattle-Tacoma-Bellevue, WA",47-2181,Roofers,"2,967",$31.92,$28.09,$29.45,$36.22,"$66,390",,
"Seattle-Tacoma-Bellevue, WA",53-5011,Sailors and Marine Oilers,"1,158",$28.63,$24.07,$28.14,$34.21,"$59,540",,
"Seattle-Tacoma-Bellevue, WA",41-9099,"Sales and Related Workers, All Other",-,$30.69,$29.09,$31.89,$31.89,"$63,840",,
"Seattle-Tacoma-Bellevue, WA",41-9031,Sales Engineers,504,$65.78,$44.73,$63.47,$85.53,"$136,830",,
"Seattle-Tacoma-Bellevue, WA",11-2022,Sales Managers,"6,623",$85.42,$63.24,$77.95,$101.88,"$177,670",,
"Seattle-Tacoma-Bellevue, WA",41-4011,"Sales Representatives, Wholesale & Manufacturing, Technical & Scientific Products","14,329",$74.86,$49.79,$79.96,$82.33,"$155,700",,
"Seattle-Tacoma-Bellevue, WA",41-3091,"Sales Reps. of Svcs., Exc. Advertising, Insurance, Financial Svcs., & Travel","13,950",$39.32,$25.52,$31.85,$47.68,"$81,790",,
"Seattle-Tacoma-Bellevue, WA",41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products","20,091",$39.38,$27.63,$34.94,$47.14,"$81,910",,
"Seattle-Tacoma-Bellevue, WA",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",419,$22.77,$18.39,$22.96,$26.00,"$47,360",,
"Seattle-Tacoma-Bellevue, WA",33-9094,School Bus Monitors,193,$19.43,$16.07,$17.39,$21.34,"$40,420",,
"Seattle-Tacoma-Bellevue, WA",19-3034,School Psychologists,733,$49.96,$41.31,$51.05,$56.15,"$103,910",,
"Seattle-Tacoma-Bellevue, WA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","7,366",-,-,-,-,"$91,590",,
"Seattle-Tacoma-Bellevue, WA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","18,432",$26.09,$21.56,$25.02,$30.05,"$54,260",,
"Seattle-Tacoma-Bellevue, WA",41-3031,"Securities, Commodities, and Financial Services Sales Agents","5,282",$45.69,$23.80,$31.22,$47.38,"$95,030",,
"Seattle-Tacoma-Bellevue, WA",49-2098,Security and Fire Alarm Systems Installers,754,$33.13,$27.49,$30.96,$39.73,"$68,900",,
"Seattle-Tacoma-Bellevue, WA",33-9032,Security Guards,"15,072",$20.72,$17.99,$18.88,$21.83,"$43,110",,
"Seattle-Tacoma-Bellevue, WA",25-3021,Self-Enrichment Teachers,"4,838",$24.72,$17.75,$22.08,$29.76,"$51,420",,
"Seattle-Tacoma-Bellevue, WA",51-9012,Separate/Filter/Clarify/Precipitate /Still Machine Setters/Operators/Tenders,578,$27.17,$22.29,$26.50,$29.68,"$56,520",,
"Seattle-Tacoma-Bellevue, WA",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,518,$30.47,$24.14,$28.35,$35.86,"$63,370",,
"Seattle-Tacoma-Bellevue, WA",27-1027,Set and Exhibit Designers,61,$37.67,$30.00,$30.96,$52.27,"$78,350",,
"Seattle-Tacoma-Bellevue, WA",51-6031,Sewing Machine Operators,"1,128",$19.39,$17.35,$18.35,$21.51,"$40,340",,
"Seattle-Tacoma-Bellevue, WA",47-2211,Sheet Metal Workers,"1,945",$45.82,$30.03,$44.67,$62.51,"$95,310",,
"Seattle-Tacoma-Bellevue, WA",53-5031,Ship Engineers,474,$48.72,$39.84,$50.38,$55.82,"$101,330",,
"Seattle-Tacoma-Bellevue, WA",43-5071,"Shipping, Receiving, and Inventory Clerks","11,922",$24.45,$18.67,$22.39,$27.38,"$50,850",,
"Seattle-Tacoma-Bellevue, WA",53-3053,Shuttle Drivers and Chauffeurs,"2,827",$20.20,$17.21,$18.00,$22.69,"$42,010",,
"Seattle-Tacoma-Bellevue, WA",49-9097,Signal and Track Switch Repairers,111,$45.67,$39.83,$45.90,$45.90,"$95,000",,
"Seattle-Tacoma-Bellevue, WA",39-5094,Skincare Specialists,"1,285",$36.87,$23.64,$34.69,$48.14,"$76,690",,
"Seattle-Tacoma-Bellevue, WA",51-3023,Slaughterers and Meat Packers,287,$19.91,$19.41,$19.41,$19.41,"$41,420",,
"Seattle-Tacoma-Bellevue, WA",11-9151,Social and Community Service Managers,"1,718",$46.42,$35.06,$42.60,$52.81,"$96,560",,
"Seattle-Tacoma-Bellevue, WA",21-1093,Social and Human Service Assistants,"3,895",$22.62,$18.32,$21.37,$24.44,"$47,040",,
"Seattle-Tacoma-Bellevue, WA",19-4061,Social Science Research Assistants,259,$24.19,$19.30,$22.66,$27.53,"$50,320",,
"Seattle-Tacoma-Bellevue, WA",25-1069,"Social Sciences Teachers, Postsecondary, All Other",40,-,-,-,-,"$65,110",,
"Seattle-Tacoma-Bellevue, WA",19-3099,"Social Scientists and Related Workers, All Other",524,$45.75,$30.20,$42.02,$50.72,"$95,160",,
"Seattle-Tacoma-Bellevue, WA",25-1113,"Social Work Teachers, Postsecondary",148,-,-,-,-,"$81,440",,
"Seattle-Tacoma-Bellevue, WA",21-1029,"Social Workers, All Other",493,$40.84,$32.09,$42.59,$49.14,"$84,950",,
"Seattle-Tacoma-Bellevue, WA",19-3041,Sociologists,141,$42.90,$34.43,$38.70,$48.51,"$89,220",,
"Seattle-Tacoma-Bellevue, WA",25-1067,"Sociology Teachers, Postsecondary",116,-,-,-,-,"$79,310",,
"Seattle-Tacoma-Bellevue, WA",15-1252,Software Developers,"80,766",$74.85,$59.52,$73.04,$87.47,"$155,680",,
"Seattle-Tacoma-Bellevue, WA",15-1253,Software Quality Assurance Analysts and Testers,"10,215",$54.98,$38.67,$54.18,$66.76,"$114,370",,
"Seattle-Tacoma-Bellevue, WA",19-1013,Soil and Plant Scientists,254,$35.40,$29.97,$34.77,$37.07,"$73,630",,
"Seattle-Tacoma-Bellevue, WA",27-4014,Sound Engineering Technicians,175,$49.80,$29.83,$45.22,$66.62,"$103,570",,
"Seattle-Tacoma-Bellevue, WA",25-2059,"Special Education Teachers, All Other",62,-,-,-,-,"$77,560",,
"Seattle-Tacoma-Bellevue, WA",25-2052,"Special Education Teachers, Kindergarten and Elementary School","1,723",-,-,-,-,"$87,940",,
"Seattle-Tacoma-Bellevue, WA",25-2057,"Special Education Teachers, Middle School",715,-,-,-,-,"$89,110",,
"Seattle-Tacoma-Bellevue, WA",25-2051,"Special Education Teachers, Preschool",486,-,-,-,-,"$78,540",,
"Seattle-Tacoma-Bellevue, WA",25-2058,"Special Education Teachers, Secondary School","1,145",-,-,-,-,"$90,730",,
"Seattle-Tacoma-Bellevue, WA",27-1014,Special Effects Artists and Animators,"3,135",$45.51,$36.57,$44.65,$50.96,"$94,650",,
"Seattle-Tacoma-Bellevue, WA",29-1127,Speech-Language Pathologists,"1,820",$47.00,$40.62,$47.87,$52.38,"$97,770",,
"Seattle-Tacoma-Bellevue, WA",51-8021,Stationary Engineers and Boiler Operators,230,$41.46,$34.33,$37.75,$49.68,"$86,240",,
"Seattle-Tacoma-Bellevue, WA",43-9111,Statistical Assistants,118,$26.54,$23.07,$26.00,$27.96,"$55,190",,
"Seattle-Tacoma-Bellevue, WA",15-2041,Statisticians,"1,195",$53.92,$41.89,$50.96,$63.93,"$112,160",,
"Seattle-Tacoma-Bellevue, WA",53-7065,Stockers and Order Fillers,"30,217",$20.30,$17.74,$19.08,$22.40,"$42,220",,
"Seattle-Tacoma-Bellevue, WA",47-2022,Stonemasons,72,$32.61,$23.86,$28.14,$45.23,"$67,820",,
"Seattle-Tacoma-Bellevue, WA",47-2221,Structural Iron and Steel Workers,"1,417",$42.26,$33.09,$47.21,$49.25,"$87,890",,
"Seattle-Tacoma-Bellevue, WA",51-2041,Structural Metal Fabricators and Fitters,840,$26.78,$22.88,$25.70,$30.53,"$55,710",,
"Seattle-Tacoma-Bellevue, WA",21-1018,"Substance abuse, behavioral disorder, and mental health counselors","7,122",$29.06,$22.67,$27.72,$33.16,"$60,450",,
"Seattle-Tacoma-Bellevue, WA",25-3031,"Substitute Teachers, Short-Term","4,602",$25.39,$22.77,$24.73,$27.43,"$52,800",,
"Seattle-Tacoma-Bellevue, WA",53-4041,Subway and Streetcar Operators,156,$36.05,$37.90,$37.90,$37.90,"$74,990",,
"Seattle-Tacoma-Bellevue, WA",29-1249,"Surgeons, All Other",368,$97.57,$31.30,$36.52,-,"$202,950",,
"Seattle-Tacoma-Bellevue, WA",29-2055,Surgical Technologists,"1,125",$34.04,$29.42,$31.09,$38.09,"$70,800",,
"Seattle-Tacoma-Bellevue, WA",19-3022,Survey Researchers,247,$34.56,$24.80,$35.13,$38.10,"$71,890",,
"Seattle-Tacoma-Bellevue, WA",17-3031,Surveying and Mapping Technicians,425,$29.58,$24.01,$28.55,$35.88,"$61,530",,
"Seattle-Tacoma-Bellevue, WA",17-1022,Surveyors,411,$43.38,$36.71,$41.25,$49.66,"$90,240",,
"Seattle-Tacoma-Bellevue, WA",43-2011,"Switchboard Operators, Including Answering Service",324,$20.09,$18.27,$18.98,$22.24,"$41,780",,
"Seattle-Tacoma-Bellevue, WA",51-6052,"Tailors, Dressmakers, and Custom Sewers",349,$19.39,$17.18,$17.71,$22.74,"$40,330",,
"Seattle-Tacoma-Bellevue, WA",47-2082,Tapers,"1,615",$39.01,$30.59,$36.64,$47.54,"$81,130",,
"Seattle-Tacoma-Bellevue, WA",13-2082,Tax Preparers,"1,256",$26.88,$22.12,$24.18,$30.00,"$55,910",,
"Seattle-Tacoma-Bellevue, WA",25-3099,"Teachers and Instructors, All Other",611,-,-,-,-,"$65,470",,
"Seattle-Tacoma-Bellevue, WA",25-9045,"Teaching Assistants, Except Postsecondary","17,634",-,-,-,-,"$47,620",,
"Seattle-Tacoma-Bellevue, WA",25-9044,"Teaching Assistants, Postsecondary",488,-,-,-,-,"$43,750",,
"Seattle-Tacoma-Bellevue, WA",27-3042,Technical Writers,"1,099",$51.45,$37.00,$47.87,$61.92,"$107,010",,
"Seattle-Tacoma-Bellevue, WA",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","1,931",$33.52,$28.51,$33.58,$38.36,"$69,730",,
"Seattle-Tacoma-Bellevue, WA",49-9052,Telecommunications Line Installers and Repairers,539,$27.97,$19.57,$27.42,$36.05,"$58,180",,
"Seattle-Tacoma-Bellevue, WA",41-9041,Telemarketers,309,$20.78,$16.19,$17.98,$24.18,"$43,210",,
"Seattle-Tacoma-Bellevue, WA",43-3071,Tellers,"4,363",$22.36,$18.33,$21.90,$23.01,"$46,510",,
"Seattle-Tacoma-Bellevue, WA",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",93,$21.30,$18.19,$21.83,$22.09,"$44,300",,
"Seattle-Tacoma-Bellevue, WA",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",-,$20.03,$18.06,$21.36,$21.60,"$41,660",,
"Seattle-Tacoma-Bellevue, WA",51-6099,"Textile, Apparel, and Furnishings Workers, All Other",89,$27.44,$26.44,$26.44,$27.07,"$57,080",,
"Seattle-Tacoma-Bellevue, WA",29-1129,"Therapists, All Other",32,$42.95,$40.40,$40.40,$46.44,"$89,340",,
"Seattle-Tacoma-Bellevue, WA",47-2044,Tile and Stone Setters,721,$28.99,$23.33,$28.46,$36.57,"$60,300",,
"Seattle-Tacoma-Bellevue, WA",49-3093,Tire Repairers and Changers,"1,185",$19.14,$17.40,$18.13,$21.07,"$39,810",,
"Seattle-Tacoma-Bellevue, WA",23-2093,"Title Examiners, Abstractors, and Searchers",479,$31.47,$23.84,$28.51,$37.82,"$65,450",,
"Seattle-Tacoma-Bellevue, WA",51-4111,Tool and Die Makers,866,$37.01,$26.97,$40.59,$44.57,"$76,980",,
"Seattle-Tacoma-Bellevue, WA",51-4194,"Tool Grinders, Filers, and Sharpeners",111,$40.16,$30.75,$43.03,$51.67,"$83,520",,
"Seattle-Tacoma-Bellevue, WA",39-7010,Tour and travel guides,683,$23.62,$17.80,$20.63,$28.56,"$49,130",,
"Seattle-Tacoma-Bellevue, WA",53-6041,Traffic Technicians,17,$42.92,$38.58,$43.60,$44.87,"$89,270",,
"Seattle-Tacoma-Bellevue, WA",11-3131,Training and Development Managers,453,$72.86,$51.02,$66.72,$81.46,"$151,540",,
"Seattle-Tacoma-Bellevue, WA",13-1151,Training and Development Specialists,"4,821",$42.55,$29.85,$39.41,$50.95,"$88,510",,
"Seattle-Tacoma-Bellevue, WA",53-6051,Transportation Inspectors,296,$57.80,$53.79,$63.15,$63.15,"$120,220",,
"Seattle-Tacoma-Bellevue, WA",53-6099,"Transportation Workers, All Other",124,$24.40,$15.58,$19.66,$29.99,"$50,750",,
"Seattle-Tacoma-Bellevue, WA",11-3071,"Transportation, Storage, and Distribution Managers","1,820",$61.01,$48.18,$59.53,$71.67,"$126,890",,
"Seattle-Tacoma-Bellevue, WA",53-1047,Transportation/ Material-Moving Supervisors/No Aircraft Cargo Handling Supervisors,"8,682",$33.51,$25.31,$31.65,$38.57,"$69,690",,
"Seattle-Tacoma-Bellevue, WA",41-3041,Travel Agents,-,$26.66,$22.18,$28.14,$30.82,"$55,450",,
"Seattle-Tacoma-Bellevue, WA",37-3013,Tree Trimmers and Pruners,659,$31.88,$23.13,$32.03,$32.03,"$66,300",,
"Seattle-Tacoma-Bellevue, WA",25-3041,Tutors,"1,626",$22.24,$18.11,$22.26,$23.09,"$46,260",,
"Seattle-Tacoma-Bellevue, WA",27-2023,"Umpires, Referees, and Other Sports Officials",97,-,-,-,-,"$39,630",,
"Seattle-Tacoma-Bellevue, WA",51-6093,Upholsterers,209,$27.45,$21.31,$25.97,$31.36,"$57,090",,
"Seattle-Tacoma-Bellevue, WA",19-3051,Urban and Regional Planners,"1,222",$49.08,$42.30,$49.82,$51.71,"$102,090",,
"Seattle-Tacoma-Bellevue, WA",39-3031,"Ushers, Lobby Attendants, and Ticket Takers","1,305",$18.09,$17.26,$17.79,$18.12,"$37,630",,
"Seattle-Tacoma-Bellevue, WA",29-1131,Veterinarians,"1,082",$63.20,$47.65,$62.70,$74.98,"$131,450",,
"Seattle-Tacoma-Bellevue, WA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"2,224",$19.43,$17.99,$18.44,$20.69,"$40,410",,
"Seattle-Tacoma-Bellevue, WA",29-2056,Veterinary Technologists and Technicians,"1,374",$25.88,$23.35,$24.51,$28.21,"$53,830",,
"Seattle-Tacoma-Bellevue, WA",35-3031,Waiters and Waitresses,"23,401",$23.47,$16.49,$18.16,$29.34,"$48,810",,
"Seattle-Tacoma-Bellevue, WA",51-8031,Water and Wastewater Treatment Plant and System Operators,652,$38.73,$32.53,$38.44,$44.80,"$80,570",,
"Seattle-Tacoma-Bellevue, WA",15-1255,Web and Digital Interface Designers,"6,118",$58.53,$40.19,$56.02,$73.71,"$121,750",,
"Seattle-Tacoma-Bellevue, WA",15-1254,Web Developers,"5,229",$68.36,$48.89,$76.96,$85.96,"$142,200",,
"Seattle-Tacoma-Bellevue, WA",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",320,$23.17,$17.81,$24.43,$26.48,"$48,190",,
"Seattle-Tacoma-Bellevue, WA",51-4121,"Welders, Cutters, Solderers, and Brazers","2,771",$30.22,$24.65,$28.71,$34.22,"$62,860",,
"Seattle-Tacoma-Bellevue, WA",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",22,$22.11,$17.60,$19.26,$24.55,"$45,980",,
"Seattle-Tacoma-Bellevue, WA",51-7099,"Woodworkers, All Other",15,$25.78,$18.55,$27.14,$27.14,"$53,610",,
"Seattle-Tacoma-Bellevue, WA",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",599,$21.51,$18.49,$21.08,$23.44,"$44,750",,
"Seattle-Tacoma-Bellevue, WA",43-9022,Word Processors and Typists,75,$24.07,$19.72,$22.36,$25.42,"$50,060",,
"Seattle-Tacoma-Bellevue, WA",27-3043,Writers and Authors,872,$43.33,$32.23,$41.60,$52.30,"$90,120",,
"Seattle-Tacoma-Bellevue, WA",19-1023,Zoologists and Wildlife Biologists,"1,198",$41.40,$31.05,$37.61,$47.92,"$86,110",,
"Spokane-Spokane Valley, WA",13-2011,Accountants and Auditors,"2,183",$39.12,$29.43,$36.12,$44.30,"$81,360",,
"Spokane-Spokane Valley, WA",11-3012,Administrative Services Managers,100,$53.80,$41.78,$51.61,$64.05,"$111,900",,
"Spokane-Spokane Valley, WA",25-3011,"Adult Basic, Adult Secondary Education, & English as a Second Language Instructors",126,$24.82,$21.17,$28.27,$28.29,"$51,630",,
"Spokane-Spokane Valley, WA",11-2011,Advertising and Promotions Managers,12,$51.99,$41.78,$45.48,$59.53,"$108,150",,
